900 3
22 2 3
19 22 3
5 7 2
10 15 2
2 6 1
18 21 1
21 0 2
7 10 3
6 9 1
11 14 3
7 11 1
13 14 2
14 16 2
19 21 3
16 19 1
21 1 1
8 10 2
7 11 3
7 11 1
4 8 1
12 14 3
13 16 1
3 6 3
11 14 3
12 15 3
4 6 1
16 18 1
14 16 3
1 4 2
22 1 3
4 8 1
17 19 3
20 0 3
9 11 2
21 0 2
20 20 1
18 22 3
5 8 1
12 14 1
10 13 1
15 18 3
0 3 2
0 3 1
19 22 1
2 4 3
2 6 1
17 20 1
19 22 3
10 14 2
0 2 2
21 1 2
13 17 3
23 3 3
21 2 2
18 22 2
19 21 2
9 11 2
13 17 3
19 21 2
1 5 3
15 17 1
9 13 3
14 18 2
8 11 1
6 10 1
1 4 3
23 1 3
13 16 1
15 20 1
15 18 1
17 20 2
20 23 3
0 2 2
10 12 1
19 21 1
12 14 1
7 10 1
5 7 1
0 4 2
14 17 1
0 3 1
16 20 1
8 11 1
14 18 3
21 23 3
18 22 3
13 16 1
12 13 2
17 19 1
15 19 1
19 22 3
6 8 1
6 10 1
14 15 1
10 14 1
20 22 3
20 23 3
2 6 1
19 21 1
11 14 1
21 1 1
5 9 1
15 19 2
3 5 1
15 20 3
17 22 2
18 20 2
10 12 2
19 21 1
20 22 1
14 18 3
7 9 2
12 16 2
20 22 1
16 18 3
11 15 2
0 1 1
4 9 1
2 7 3
23 23 2
12 16 1
23 1 1
11 13 2
4 7 1
19 23 3
17 19 3
9 12 1
10 12 1
18 20 2
17 20 3
2 4 1
20 23 3
9 12 3
4 7 3
17 20 1
23 1 1
20 23 3
21 1 3
8 9 2
18 19 2
4 7 2
17 20 1
8 10 2
5 9 1
15 19 3
3 6 1
15 18 1
13 15 1
14 17 3
20 23 1
22 23 2
14 18 1
9 11 1
21 0 1
21 1 2
5 8 3
22 1 2
11 13 3
16 19 2
11 14 1
12 15 1
8 9 1
4 8 2
15 20 1
8 11 3
22 1 1
21 0 3
2 5 2
5 9 1
11 14 1
1 4 2
21 23 2
23 2 1
14 17 2
11 14 3
11 14 1
17 21 3
10 12 1
14 18 1
11 16 2
13 16 1
20 0 1
12 15 1
14 15 2
6 10 1
12 17 1
23 2 2
15 17 1
1 5 1
20 22 3
2 6 2
13 15 2
16 20 1
3 4 2
3 5 3
9 11 2
16 19 1
16 19 2
21 1 1
9 12 2
3 5 3
20 23 1
22 1 2
20 23 3
1 3 2
3 6 2
9 14 2
4 6 3
7 11 1
12 14 2
16 19 1
21 0 3
1 1 1
23 2 3
6 9 3
7 9 3
2 3 1
2 7 1
13 16 2
6 9 1
5 9 1
6 9 1
23 1 3
14 17 3
15 18 2
21 0 3
5 7 3
0 2 1
23 1 1
3 7 1
14 18 1
17 19 1
5 7 1
1 4 2
10 13 3
6 9 2
10 15 2
3 7 2
5 9 2
20 22 2
8 12 1
3 6 3
20 23 2
13 16 3
9 10 1
5 8 1
8 12 2
20 22 1
11 14 3
16 19 3
20 23 3
16 19 3
1 4 2
18 22 3
8 12 1
21 0 3
11 13 1
16 18 2
21 1 1
17 20 1
0 3 3
4 9 2
18 18 2
22 1 3
18 21 1
20 23 2
16 18 1
0 4 2
20 23 1
11 15 1
4 7 2
1 4 2
13 14 3
20 0 3
14 17 3
23 2 1
23 4 2
15 18 1
6 10 2
15 19 3
1 4 2
10 12 1
8 11 1
13 17 3
4 8 1
5 7 2
5 8 2
5 7 1
5 8 1
1 4 1
23 23 1
21 1 1
15 19 2
0 3 3
10 13 1
22 0 3
23 2 2
6 9 3
16 20 1
19 21 2
7 11 3
2 5 3
15 18 1
13 14 3
5 7 3
12 14 1
20 0 1
17 20 2
21 1 3
22 2 2
12 16 2
19 22 1
7 11 2
16 17 3
3 6 3
22 2 3
7 10 1
10 13 1
19 22 2
22 1 2
17 21 2
22 1 2
1 2 1
16 20 1
13 17 2
16 17 3
3 8 1
3 6 1
3 5 1
16 20 2
6 10 3
15 17 3
17 18 1
7 12 1
0 2 1
23 1 2
6 9 1
15 15 3
22 1 1
18 20 2
14 16 2
23 2 1
21 1 3
19 22 2
22 1 1
19 21 2
21 0 2
3 6 1
0 4 2
4 7 2
3 5 1
8 11 1
20 22 3
19 21 2
0 3 3
20 0 3
17 21 1
0 2 3
20 22 2
16 20 2
20 23 2
1 5 2
12 14 3
21 23 1
6 10 2
4 5 3
11 14 2
23 1 1
11 14 2
20 23 2
20 1 1
21 0 3
19 23 3
18 21 2
3 3 1
19 22 3
11 14 3
17 21 3
21 0 1
19 23 1
7 11 3
7 10 1
21 0 2
17 20 2
17 21 2
6 8 2
15 16 3
3 7 3
4 7 2
14 19 3
12 16 2
9 14 1
0 4 2
6 10 1
4 7 3
23 2 2
1 3 3
4 7 2
11 14 1
14 16 3
2 6 1
14 17 3
11 16 2
17 19 1
17 19 2
17 18 2
6 10 2
8 11 1
3 7 1
17 21 2
6 9 3
10 12 3
22 0 1
7 9 3
2 2 3
8 12 2
4 7 3
8 13 1
19 22 3
5 8 2
10 12 2
0 5 1
23 2 2
3 6 2
16 20 2
10 13 1
11 16 1
11 14 1
14 16 2
19 21 2
20 22 1
16 19 2
9 11 3
0 4 3
16 18 1
15 19 3
14 18 1
18 20 3
20 1 2
19 21 3
14 16 2
10 13 3
20 23 2
6 12 3
7 9 1
0 1 3
10 13 2
15 18 2
21 0 2
5 8 3
7 9 1
10 13 1
19 0 3
16 18 3
10 14 1
8 12 3
2 4 2
14 17 1
19 23 2
1 5 2
15 17 2
17 19 1
17 18 2
2 4 1
18 21 3
16 18 1
9 11 3
11 13 2
0 3 1
6 7 2
8 13 1
19 23 1
16 20 3
12 16 3
1 4 1
22 2 1
11 13 3
3 7 2
17 20 3
12 16 2
5 8 3
8 11 1
20 23 3
16 21 3
3 7 3
23 2 1
23 2 1
7 9 1
0 2 3
2 4 3
14 17 1
10 13 1
