600 3
16 19 2
20 22 1
23 3 3
13 14 1
5 8 1
11 13 3
20 22 3
9 11 2
21 1 3
0 3 1
14 18 1
9 12 1
19 23 3
14 18 3
11 15 3
7 11 2
10 13 2
14 18 1
17 21 3
5 8 3
6 9 2
12 16 1
17 19 1
0 3 2
8 12 2
14 17 2
20 0 2
11 13 2
12 17 1
7 10 3
4 7 1
15 17 2
8 11 1
2 5 1
1 5 3
12 16 1
7 10 2
19 23 2
9 13 2
2 4 2
15 16 3
8 10 2
3 7 2
21 1 3
22 2 2
3 6 1
9 13 2
13 17 2
5 9 3
16 18 1
11 15 2
21 0 2
13 16 1
20 23 3
16 19 3
7 10 2
15 18 1
23 1 2
7 9 1
11 14 1
23 4 3
10 14 3
2 6 1
10 14 2
9 12 2
1 4 1
15 20 1
19 21 1
18 21 3
18 20 1
15 17 1
11 15 3
14 17 3
9 12 1
1 4 2
17 22 1
17 19 3
0 4 1
8 12 3
4 6 2
20 23 1
15 21 1
23 2 1
18 22 2
7 10 2
11 13 3
6 10 3
4 8 1
6 7 3
22 1 3
1 4 2
15 18 3
7 9 3
7 8 1
7 9 3
5 9 2
15 17 1
7 11 1
23 2 3
0 3 1
12 14 1
16 21 1
7 10 2
9 13 1
0 4 2
3 5 1
18 22 3
17 19 2
12 15 3
16 19 2
0 4 3
0 2 2
13 16 2
8 12 3
6 7 1
13 18 2
12 14 3
4 6 1
17 19 3
3 6 1
7 11 1
5 7 3
0 3 1
17 20 1
3 5 1
1 4 2
3 5 1
10 13 1
23 1 1
14 17 3
8 10 3
11 14 3
0 3 3
19 22 2
21 0 2
22 2 1
12 16 1
7 10 3
5 8 1
9 10 2
15 17 1
8 11 1
14 18 1
19 21 2
0 5 2
10 12 2
16 20 2
11 13 1
5 9 2
2 5 1
17 19 1
10 12 1
22 1 1
11 12 3
9 12 2
1 4 3
9 12 1
8 10 1
8 11 3
23 3 3
21 1 3
18 20 1
11 13 2
0 1 2
3 5 3
0 4 3
5 9 3
9 14 3
13 16 1
3 7 3
18 23 1
7 9 3
17 21 3
11 15 1
4 7 3
16 19 2
23 4 3
10 13 3
22 1 2
22 1 2
9 13 1
21 1 1
15 19 2
20 0 1
22 2 3
23 1 2
14 17 3
5 8 2
5 6 1
1 4 2
5 8 1
22 0 1
0 2 3
7 9 1
2 5 1
23 2 3
3 6 3
8 11 1
19 22 2
14 18 2
8 11 1
11 13 3
15 18 3
23 2 2
15 18 2
11 15 2
16 19 1
8 13 3
21 0 1
13 15 3
13 17 1
16 20 2
6 11 2
23 3 2
23 4 2
18 20 3
15 17 2
23 3 3
19 22 3
17 19 2
9 12 1
15 19 1
10 13 1
16 19 3
21 0 2
9 14 3
2 4 3
23 1 2
11 13 3
1 4 2
13 16 1
13 17 1
23 3 3
1 3 1
10 12 3
12 14 1
10 11 1
13 17 3
9 12 3
12 14 3
15 17 1
18 20 1
15 18 2
9 12 3
6 9 2
10 12 1
7 9 2
18 20 1
0 3 2
2 6 1
16 19 3
16 19 1
9 13 2
0 4 3
9 12 2
7 10 1
18 19 3
3 8 1
20 23 2
11 15 3
3 5 1
2 5 2
10 12 2
1 6 1
19 22 3
6 8 3
14 18 3
17 19 1
22 2 2
7 11 3
4 6 2
1 4 2
13 16 1
23 0 1
4 7 2
23 3 3
9 15 2
5 9 1
12 14 2
14 17 2
18 21 2
17 20 2
22 1 1
3 6 2
0 2 2
10 13 2
4 6 2
3 7 3
21 0 2
3 5 1
11 13 2
18 23 3
1 3 1
2 4 2
19 22 3
2 5 2
1 4 2
