700 3
3 6 2
5 6 3
18 22 3
1 4 3
3 5 1
5 9 3
7 10 3
0 3 2
1 4 1
21 0 1
13 14 1
14 17 1
13 17 2
6 10 1
5 7 2
1 7 2
0 1 3
21 0 3
0 4 1
9 11 3
23 4 3
1 4 1
7 10 1
23 4 3
6 7 2
4 5 2
22 0 1
0 4 2
4 8 1
1 3 1
2 6 1
18 22 3
3 7 1
10 13 1
21 1 1
16 18 3
9 13 2
8 11 1
7 9 3
14 15 3
6 8 3
18 22 2
10 13 1
9 13 2
10 13 1
8 13 3
19 21 1
15 18 1
15 18 2
18 22 3
12 15 2
20 0 2
0 3 2
19 22 2
18 21 3
8 10 1
9 12 3
18 21 1
3 6 1
12 14 2
13 18 3
17 20 3
6 9 1
4 8 1
6 7 2
12 13 2
22 0 3
4 7 1
13 15 1
16 17 3
10 15 3
21 1 2
20 23 2
14 19 3
4 6 2
15 17 2
1 3 3
2 4 3
14 16 1
8 10 2
10 13 3
15 19 3
18 21 3
17 21 2
23 3 2
17 20 1
14 16 1
10 13 1
20 23 1
0 2 1
2 6 2
6 9 3
6 9 2
3 5 3
22 0 2
0 4 1
12 16 1
21 0 2
15 18 2
10 15 2
13 17 1
11 15 1
15 18 2
18 20 2
2 4 1
4 7 2
16 21 3
17 20 2
15 19 2
2 6 2
7 10 2
9 11 1
21 2 2
1 5 2
1 5 1
20 0 3
16 19 2
15 17 3
4 8 2
1 4 2
15 18 2
14 17 3
5 9 3
1 5 1
9 11 3
15 17 3
1 4 3
7 12 1
5 9 2
13 17 1
21 0 1
5 8 3
10 12 1
1 5 1
1 5 2
9 14 3
10 13 1
22 1 2
22 0 3
7 9 2
4 8 2
7 11 2
13 16 1
10 13 2
11 12 1
14 18 3
20 0 1
10 13 2
20 23 2
4 8 2
14 15 3
8 12 1
17 21 3
6 10 1
16 19 1
4 7 2
22 2 2
17 21 3
13 17 3
0 3 2
9 11 3
16 19 1
17 19 2
5 9 1
14 17 3
16 19 3
6 10 1
17 19 1
14 16 2
23 1 3
10 12 3
11 14 1
20 23 3
14 18 3
5 8 2
23 2 2
14 19 2
15 20 2
3 7 3
14 15 1
13 15 2
14 17 2
5 9 2
16 19 3
12 14 2
17 20 1
1 6 1
20 22 3
9 12 1
15 20 2
15 16 2
0 4 2
12 15 2
23 4 3
15 17 2
23 0 3
13 14 1
11 14 3
23 1 2
14 17 1
22 3 3
13 16 3
18 20 3
16 19 3
1 5 3
18 20 2
14 17 1
19 23 3
15 19 1
11 15 1
8 10 1
23 3 1
13 15 1
13 16 1
10 13 3
1 6 2
21 23 2
14 17 1
18 22 1
9 12 2
3 5 3
5 8 3
12 16 1
22 0 1
23 1 3
19 23 1
5 9 3
15 19 1
5 8 3
4 7 2
18 20 3
19 23 1
11 13 1
17 21 2
1 4 1
1 4 1
0 4 2
14 18 1
1 5 2
15 18 2
15 16 1
23 1 1
5 8 2
17 19 1
0 3 2
21 23 2
12 14 3
8 10 2
7 10 3
14 17 1
17 22 1
21 0 1
5 8 3
22 1 2
8 10 2
18 21 2
1 4 3
3 7 1
2 6 2
20 0 1
11 15 3
5 6 1
4 6 3
2 5 2
21 1 2
11 13 2
17 20 1
10 14 1
15 17 2
15 19 3
22 0 1
12 15 2
11 14 3
1 5 2
22 1 3
3 5 3
13 16 3
12 14 3
11 14 1
2 6 3
23 1 1
17 19 3
22 1 1
11 15 1
12 14 2
17 22 3
14 18 1
19 0 2
20 22 2
20 23 3
22 0 1
18 20 3
7 9 3
19 23 3
22 0 3
3 5 2
11 15 1
12 16 1
17 19 2
15 17 3
8 12 1
22 3 1
23 3 3
7 10 2
6 8 3
6 8 3
5 9 2
11 13 1
10 14 2
18 23 2
17 19 1
16 18 1
11 14 1
10 14 2
15 19 3
16 19 1
17 20 1
2 4 1
20 0 3
9 13 1
19 0 2
10 13 2
17 20 3
15 18 1
7 10 1
12 14 1
1 3 2
8 11 3
15 16 3
7 10 1
1 6 1
12 15 1
18 20 3
2 4 2
17 20 3
1 3 2
10 13 3
1 5 2
2 6 3
19 23 1
11 14 3
7 11 1
11 12 3
7 9 1
12 15 2
21 2 3
9 12 3
22 1 3
4 9 3
18 21 2
10 13 3
21 0 1
7 10 2
18 20 3
15 17 2
22 3 2
4 8 3
8 12 3
3 6 2
21 22 1
0 4 2
1 5 3
3 7 3
4 8 1
18 21 3
18 20 3
9 14 2
18 21 1
19 22 2
9 11 1
23 4 1
1 5 3
10 15 1
22 2 1
7 10 2
16 19 1
12 16 3
15 19 1
17 20 1
10 13 1
15 18 3
21 1 1
21 0 1
4 7 2
11 13 1
7 10 1
17 20 2
15 17 1
5 7 3
14 17 2
8 11 1
0 2 2
15 18 2
9 13 1
12 15 2
12 17 1
3 6 3
3 8 1
3 7 1
11 16 3
14 17 2
14 17 2
16 21 3
22 2 3
7 11 3
10 12 2
21 2 1
11 14 2
13 15 3
4 8 1
3 7 3
4 8 3
5 8 2
23 2 3
18 18 2
22 1 3
9 13 1
22 1 2
5 8 1
14 16 2
3 6 3
1 5 2
22 0 3
