950 3
22 2 3
17 21 1
11 16 1
1 4 2
1 4 3
4 8 2
14 16 3
0 2 2
9 12 2
17 20 3
21 1 3
19 22 3
14 19 2
9 11 3
2 5 3
14 17 2
15 18 3
0 2 2
13 16 1
21 23 1
18 22 1
0 2 2
1 5 2
6 8 2
6 8 1
13 15 3
10 14 1
2 4 1
8 12 3
3 7 1
9 11 3
6 8 1
23 2 1
8 11 1
12 14 3
20 23 1
20 23 2
13 16 1
6 10 3
11 14 3
8 11 3
4 6 2
7 11 1
21 1 2
7 11 2
8 11 1
14 18 1
6 10 2
15 17 1
1 6 3
9 11 2
5 9 3
5 8 1
17 19 3
14 17 2
4 7 1
0 2 3
4 7 3
6 11 1
3 8 1
1 4 3
6 8 2
16 17 3
3 5 3
19 21 2
1 3 1
19 22 1
12 15 3
21 23 3
8 12 2
17 21 3
17 20 3
17 19 2
22 1 3
0 3 3
23 2 2
1 5 3
1 3 1
2 4 2
8 12 2
9 12 3
22 3 1
13 17 2
12 15 3
13 16 2
20 23 3
22 1 3
21 0 1
5 7 2
7 10 2
9 10 3
4 6 2
8 11 1
13 15 3
23 3 2
13 14 1
6 11 3
0 3 2
11 14 3
8 12 2
19 21 2
7 9 3
2 5 2
1 5 1
23 3 3
0 2 1
10 13 3
20 23 1
20 0 1
9 11 1
12 17 1
22 1 3
22 2 2
8 12 1
1 6 1
2 5 2
15 18 2
11 14 3
5 9 2
10 14 1
0 3 1
11 13 2
2 5 3
1 4 3
18 22 2
3 5 2
10 14 3
0 3 1
22 2 1
23 2 2
14 18 1
11 13 1
9 11 3
0 6 1
23 2 2
18 20 3
22 2 2
21 23 2
22 23 3
3 9 3
2 6 3
19 23 2
15 17 2
8 11 2
17 19 1
1 3 2
16 17 3
22 1 2
3 8 3
4 9 3
14 16 1
23 1 2
5 9 1
9 13 1
2 5 2
11 13 2
8 9 2
23 2 2
17 20 1
7 12 2
18 22 2
20 22 3
1 5 2
0 2 2
20 22 1
20 23 2
16 20 3
10 12 2
13 16 2
15 20 2
22 2 3
13 16 3
22 1 1
11 12 1
12 14 2
14 18 2
10 12 3
14 18 1
9 13 3
3 5 3
15 19 2
1 4 1
9 11 2
7 9 3
10 12 2
6 7 3
17 20 2
15 17 1
23 3 2
23 3 1
6 7 1
14 18 2
8 11 1
1 3 2
1 6 3
18 21 2
23 0 1
9 12 3
13 17 1
8 12 1
8 12 1
2 4 1
21 0 2
0 2 3
3 5 3
16 19 2
17 20 3
18 21 1
1 3 3
1 5 3
16 19 1
1 4 2
3 5 1
1 3 3
20 23 1
1 2 1
11 14 2
20 22 1
18 21 3
11 15 3
9 11 3
7 8 2
1 4 2
17 20 3
8 10 3
8 10 2
9 12 1
12 16 1
7 9 2
18 22 3
14 18 1
20 23 3
0 3 2
23 2 1
11 12 2
8 10 1
1 5 3
0 2 3
5 9 3
18 21 2
0 2 1
11 14 2
3 7 1
12 16 1
5 8 2
8 12 1
22 22 2
18 20 2
16 17 2
10 12 2
7 10 2
11 15 3
5 9 2
3 7 2
0 4 2
16 17 3
8 8 1
14 17 2
5 7 1
8 10 3
11 14 1
1 3 2
9 9 3
19 22 3
13 16 3
4 7 3
6 8 2
23 2 2
18 21 2
9 13 1
7 10 2
9 13 3
6 8 2
8 13 1
19 20 1
11 14 2
19 20 1
3 6 3
14 18 1
16 19 1
9 12 3
11 14 2
11 13 2
4 7 1
8 10 1
3 7 3
8 12 3
17 19 1
23 2 1
20 0 2
13 16 1
17 20 2
14 18 1
9 12 1
9 12 3
15 20 2
5 8 2
15 18 2
5 7 2
1 2 2
12 14 1
3 6 2
14 17 1
5 9 3
1 2 1
1 3 2
8 9 2
14 17 1
15 18 1
9 13 1
16 19 2
0 4 2
7 9 1
23 1 2
1 4 2
14 16 3
16 19 2
17 22 2
20 23 3
10 14 3
1 4 2
9 13 2
17 21 1
11 12 2
0 3 3
14 17 1
8 8 1
10 14 2
2 4 3
8 10 2
9 13 1
3 6 3
4 8 2
19 22 3
15 16 1
21 0 3
8 11 2
8 10 1
23 2 1
13 16 2
2 6 3
19 22 2
13 16 3
14 15 2
17 19 2
5 7 2
20 23 2
22 0 2
4 8 1
16 17 3
8 10 1
10 14 2
6 10 1
5 7 2
13 16 3
3 6 1
13 15 1
15 18 1
1 5 1
4 6 1
1 4 3
4 6 1
7 8 3
22 2 2
13 14 2
14 16 1
21 23 1
4 8 3
2 5 1
22 1 1
12 15 2
10 13 3
18 22 3
10 14 2
20 23 3
7 9 3
12 15 1
9 12 2
2 6 3
5 8 2
23 1 1
8 11 1
19 23 2
23 2 2
18 21 3
23 0 3
14 17 3
21 1 1
9 13 3
14 17 3
11 15 1
13 15 2
19 22 3
7 12 1
20 23 1
6 9 2
6 9 1
12 15 1
22 0 3
4 5 3
17 21 2
10 13 3
18 21 2
16 21 1
21 0 2
1 4 2
17 19 1
12 16 2
9 12 1
9 11 2
6 8 2
9 12 1
7 9 2
4 7 3
7 10 1
21 0 3
14 17 3
15 17 1
19 21 3
16 20 1
11 14 1
6 8 3
17 21 1
9 12 2
4 7 2
14 15 1
17 20 2
4 8 1
22 2 1
7 10 1
15 18 3
0 3 3
16 18 3
12 15 3
21 1 1
13 16 3
19 0 1
14 18 1
20 22 3
13 18 1
5 7 3
3 5 2
3 7 3
11 14 3
23 2 1
5 8 1
9 10 2
14 17 2
2 5 3
9 13 1
3 8 2
5 9 3
21 0 2
4 7 1
14 18 1
12 14 3
4 5 1
11 15 1
19 22 1
1 4 3
17 20 1
9 12 2
10 13 1
2 6 2
16 19 1
1 2 2
6 7 2
1 5 3
6 10 2
10 10 2
0 2 3
13 17 1
1 5 2
14 15 3
12 14 2
15 17 2
12 17 2
1 3 2
2 4 3
20 23 3
23 2 1
19 22 3
15 20 1
13 16 1
22 0 2
12 15 2
16 19 3
6 11 2
19 21 3
11 15 2
14 17 1
3 7 2
21 0 2
18 21 1
5 7 1
5 8 1
4 6 1
21 22 3
17 22 3
10 13 3
11 12 2
21 23 3
7 10 2
15 18 1
6 9 1
2 4 3
1 3 2
19 21 3
17 19 3
1 3 3
19 21 1
22 1 2
4 6 2
8 11 2
8 11 2
8 12 2
3 4 2
10 12 3
23 1 3
10 14 2
14 15 3
10 13 1
17 21 1
13 16 2
14 18 1
12 16 2
5 8 1
9 13 1
9 13 3
16 20 1
22 3 2
22 0 1
20 23 2
7 9 1
13 16 2
2 6 3
2 4 3
14 17 1
3 5 2
23 2 2
22 0 2
19 21 1
20 21 2
14 17 3
8 9 3
22 1 1
9 13 1
8 10 1
2 4 2
5 10 1
16 19 2
21 0 1
8 12 2
5 7 1
8 13 2
14 18 3
11 14 1
6 11 2
12 14 3
2 5 3
12 14 1
15 19 1
10 13 2
6 12 3
23 3 2
19 22 2
5 7 2
3 5 1
22 1 2
19 22 1
5 6 3
3 6 1
12 15 1
3 6 1
1 3 3
14 17 3
22 2 1
22 1 1
3 6 3
13 17 2
12 16 1
7 10 1
3 5 1
9 13 1
23 1 2
7 11 1
11 13 3
9 12 3
6 9 3
12 14 2
16 19 2
15 17 1
20 23 1
0 4 3
17 22 2
8 12 2
2 4 1
16 19 2
16 19 3
17 19 1
11 14 2
8 11 2
11 14 2
10 13 2
20 23 1
8 10 1
6 9 2
1 4 2
11 13 3
14 18 1
7 10 2
23 3 1
19 21 3
12 15 2
4 5 2
4 8 2
4 6 2
19 21 2
15 19 3
7 12 2
6 9 2
1 3 2
21 22 1
14 18 2
6 9 3
5 8 1
21 1 2
2 4 2
15 17 3
20 0 1
20 0 3
18 22 3
9 13 1
2 5 2
8 11 1
6 10 1
0 2 3
6 10 2
0 4 2
16 19 3
12 17 1
7 9 1
7 10 3
16 19 1
3 5 2
0 6 3
20 1 3
2 6 2
15 18 2
3 6 2
11 14 2
3 6 2
11 13 2
22 23 1
17 18 2
21 0 3
8 10 1
11 16 3
14 17 2
18 20 1
13 15 1
1 3 3
19 23 1
21 23 3
11 16 3
22 1 3
15 18 2
3 4 1
16 18 2
18 21 3
4 6 3
2 6 3
18 22 1
19 22 1
18 21 1
21 0 1
17 20 2
6 8 3
22 2 2
0 2 1
12 15 1
12 16 1
19 22 3
20 20 1
5 7 2
15 19 1
13 18 1
7 10 3
23 4 3
23 1 3
13 16 3
19 23 3
9 13 2
21 23 2
5 7 1
20 23 2
2 6 1
11 14 1
17 20 2
14 18 2
0 2 2
6 10 3
9 12 1
20 22 3
8 12 2
13 16 2
5 7 1
17 21 2
5 9 3
22 1 3
6 9 3
20 23 2
5 7 1
17 21 1
18 22 2
18 21 1
19 23 2
8 10 2
22 0 2
23 3 3
13 16 3
9 12 1
6 7 2
14 17 2
17 19 1
0 1 3
6 9 2
4 6 2
6 9 2
12 14 3
5 9 3
17 20 2
18 21 1
14 18 2
6 9 2
10 13 3
23 0 1
15 18 3
3 8 2
14 19 1
7 10 2
17 20 1
16 18 3
23 3 3
23 4 1
18 23 2
23 23 1
7 10 3
13 16 3
5 9 3
2 5 3
14 18 3
10 12 2
0 3 3
7 9 3
10 14 2
18 20 2
10 12 2
11 15 1
21 0 1
15 17 3
23 2 2
16 19 1
19 22 1
22 0 2
7 9 3
22 0 3
0 2 3
17 21 3
1 4 2
12 16 3
21 1 3
15 19 3
6 8 1
20 1 3
6 8 2
21 0 2
3 6 1
23 2 3
23 3 3
8 11 3
20 1 1
11 14 2
