600 2
7 6 
23 1 1
18 21 2
3 6 2
21 1 1
21 1 1
7 9 1
23 3 2
0 3 2
6 9 2
0 3 2
12 15 1
12 14 2
21 1 2
13 15 1
14 17 2
22 1 1
22 1 1
15 17 1
13 15 1
12 13 1
6 7 2
10 13 2
15 18 2
4 7 2
20 23 2
8 10 2
4 8 2
10 12 2
16 19 1
22 1 2
6 6 1
13 14 2
18 21 2
12 15 1
7 10 1
18 21 1
17 19 2
18 21 2
20 23 2
18 19 1
6 8 1
20 1 2
15 18 1
1 3 1
2 4 1
2 7 2
2 5 1
11 15 2
10 14 2
20 22 1
19 0 2
4 7 1
20 22 2
2 5 1
3 8 1
4 8 2
8 10 2
7 11 1
22 0 1
9 13 1
7 10 2
16 20 2
5 8 2
19 21 2
23 3 2
19 0 1
1 5 1
2 6 2
17 21 2
1 5 2
5 8 2
5 8 2
3 6 1
3 7 2
9 12 1
20 23 1
4 7 2
6 9 2
9 13 2
5 7 1
19 21 2
15 18 1
6 9 1
4 7 1
23 2 2
21 2 2
4 6 1
8 9 1
14 17 2
14 17 2
0 2 2
6 8 2
21 1 2
2 6 2
20 23 1
16 20 1
11 13 2
13 15 1
3 6 1
9 11 1
11 13 2
13 16 1
21 1 1
2 5 2
10 14 1
21 0 2
4 8 1
11 15 2
8 10 2
9 11 1
4 6 1
14 18 1
4 7 1
4 6 2
23 4 1
16 18 1
23 1 1
1 3 1
18 21 1
5 7 2
11 16 1
8 10 1
16 21 2
2 4 1
10 11 1
21 23 1
17 19 2
23 2 1
20 0 2
19 22 2
15 18 1
4 8 2
3 5 2
8 11 2
21 0 2
22 1 1
0 2 1
10 15 2
23 1 1
6 10 1
17 22 1
5 10 1
17 18 1
10 13 1
0 4 1
19 0 2
16 18 2
18 19 2
19 22 2
8 9 1
1 4 1
17 19 1
13 16 1
1 4 2
22 1 1
18 20 1
20 23 2
3 6 2
19 21 1
21 23 1
17 22 1
18 20 2
22 3 2
23 3 1
18 20 2
10 13 2
2 3 1
2 6 1
23 2 1
20 23 2
10 12 2
22 1 1
18 20 2
5 7 2
11 15 1
8 12 1
19 22 1
8 12 1
19 21 2
8 10 1
5 8 1
14 16 2
9 12 1
23 0 1
3 6 1
14 16 1
8 12 1
23 2 1
0 5 1
21 1 2
1 4 1
17 19 2
8 10 1
17 20 2
8 12 1
12 14 1
7 10 2
20 22 1
12 15 2
17 19 1
5 9 2
8 10 2
4 8 2
22 0 1
2 6 1
17 19 1
9 13 2
3 8 2
21 0 2
22 2 2
3 7 2
10 14 2
13 16 2
2 3 1
5 7 2
7 10 1
8 11 1
18 21 2
19 21 1
14 18 2
19 22 2
8 10 2
20 23 2
12 16 2
4 7 2
22 2 1
3 6 2
18 20 1
16 21 2
11 13 2
12 15 1
4 8 2
9 12 1
20 0 1
10 13 2
21 1 2
2 6 1
13 15 2
22 1 2
8 12 2
6 8 1
23 3 2
1 4 2
17 20 1
21 0 2
11 14 1
20 22 2
0 5 1
12 16 1
22 1 2
22 22 2
12 14 2
7 11 2
7 10 1
5 9 2
12 16 1
15 18 2
4 7 1
14 16 2
3 7 1
12 16 2
12 15 1
10 13 1
10 15 1
21 0 2
8 11 1
22 1 1
21 23 2
21 0 2
2 6 1
18 21 1
9 14 1
12 15 1
8 10 1
11 14 2
15 17 1
12 15 2
13 18 1
5 6 2
11 11 1
1 1 1
4 8 2
17 20 1
12 16 2
18 23 1
12 15 2
19 20 2
11 15 2
7 9 1
22 3 2
7 10 2
7 9 1
18 21 1
15 20 1
22 1 2
0 4 2
12 14 2
1 5 1
12 14 2
13 17 2
12 16 1
6 8 2
1 3 2
10 13 1
9 12 2
9 11 1
8 11 1
13 16 1
16 20 2
7 10 2
0 4 1
15 17 2
3 6 2
10 13 1
18 23 1
19 21 1
23 23 1
21 0 2
17 21 1
6 9 2
3 7 2
18 0 2
3 6 1
19 22 2
14 18 2
13 15 2
17 19 1
10 13 2
2 5 2
13 16 1
23 1 2
16 21 1
16 20 2
7 10 1
22 2 1
6 9 2
18 22 2
13 16 2
20 23 1
18 21 2
15 17 2
3 6 2
4 6 1
4 9 1
0 3 1
8 11 1
7 10 2
15 18 1
12 16 1
0 2 1
8 11 2
7 9 1
1 3 1
15 17 1
0 3 2
10 13 2
14 16 2
0 3 2
8 10 2
12 16 2
11 14 1
23 5 2
11 13 1
15 17 1
23 3 2
9 13 2
4 6 1
4 8 2
15 19 2
16 21 1
14 16 1
5 8 1
15 19 1
1 5 2
16 19 2
16 21 1
7 10 2
8 11 2
18 20 1
12 15 2
13 16 1
1 3 2
17 18 2
15 17 1
22 0 2
16 18 2
14 17 1
14 18 2
19 22 1
0 3 1
19 20 2
21 0 2
19 22 1
