800 2
8 6 
19 22 1
4 7 2
7 10 2
0 3 1
21 0 1
9 11 1
10 13 2
12 17 1
11 13 1
2 7 2
14 17 1
2 5 2
7 9 1
17 20 1
18 22 2
0 1 2
2 7 2
5 7 2
0 3 2
8 11 1
22 0 1
0 2 2
11 13 1
15 18 2
10 12 1
14 17 2
23 0 2
12 17 2
1 1 2
6 11 1
15 18 2
3 6 2
8 12 1
13 15 1
0 1 2
2 4 1
17 20 2
4 5 2
18 22 1
8 12 1
15 18 1
0 2 2
11 13 2
14 16 2
15 17 1
2 6 2
15 16 1
18 20 2
16 19 2
6 9 1
21 1 2
11 14 2
8 12 2
2 7 1
9 11 1
14 17 2
4 7 1
4 7 1
10 12 2
16 20 2
21 1 2
2 6 1
23 1 1
10 11 2
23 2 1
22 1 1
2 5 1
4 7 2
5 8 2
12 16 1
3 5 1
12 14 2
11 14 2
17 21 2
23 1 2
10 11 1
17 18 2
23 2 2
21 1 1
8 10 2
18 22 2
15 19 2
6 8 1
10 14 2
15 16 1
15 17 1
4 8 2
8 10 2
21 2 2
6 10 2
1 3 2
13 16 1
10 14 2
18 20 1
19 22 2
1 3 2
6 7 1
23 1 1
12 16 1
7 12 2
15 19 2
20 2 1
12 16 2
1 4 2
16 19 2
22 23 2
8 12 2
14 16 2
18 21 2
14 17 1
14 18 2
16 20 2
10 14 1
23 3 2
10 13 1
3 6 2
6 9 2
18 22 2
11 13 2
23 3 1
1 4 1
2 6 2
10 14 2
20 23 2
2 5 1
10 13 2
17 20 2
14 17 2
0 1 2
17 18 2
0 3 2
9 14 2
21 0 1
23 3 2
17 20 1
15 19 1
1 5 2
11 13 2
18 22 1
22 2 2
4 8 1
11 13 2
13 16 1
8 12 2
8 10 1
10 12 2
11 12 1
11 16 2
5 6 1
12 15 1
21 0 1
0 4 2
6 9 2
20 22 2
22 2 2
0 4 2
8 11 1
9 11 1
4 6 1
19 20 2
22 1 2
18 22 2
17 20 2
0 4 2
9 11 2
15 20 2
8 11 1
3 5 1
6 7 1
3 8 2
10 14 1
15 18 2
8 11 1
1 6 2
2 7 2
15 17 2
8 10 1
13 15 1
9 11 2
11 14 1
17 19 1
20 23 1
15 16 1
23 1 1
19 0 2
19 22 2
13 16 1
22 2 1
15 17 2
16 18 2
1 5 1
17 19 2
3 7 1
12 14 2
3 6 1
19 22 1
10 14 2
2 6 1
0 3 2
17 18 1
10 13 1
15 18 1
6 7 2
0 3 1
18 22 2
0 3 1
1 3 2
21 0 2
4 6 2
14 16 1
23 1 1
16 18 2
18 22 1
7 9 1
13 16 1
12 15 1
13 16 1
16 19 1
12 15 2
14 15 1
11 16 1
22 1 2
13 18 1
11 15 2
21 0 1
1 4 2
22 2 2
13 16 2
18 22 1
10 13 1
10 13 2
8 11 2
7 11 2
11 15 1
20 21 2
8 11 1
9 15 2
22 1 1
20 22 1
19 22 2
0 4 1
19 21 2
15 18 1
16 19 1
10 13 2
4 6 1
13 15 1
10 12 1
6 10 2
13 17 2
12 15 2
6 9 2
12 15 2
4 8 2
13 17 2
1 6 2
23 1 2
10 13 1
21 2 2
3 6 1
19 0 1
6 8 2
20 23 2
1 3 1
16 18 1
10 11 1
4 8 2
6 10 1
14 18 2
3 6 2
9 12 1
8 13 2
20 22 1
8 12 1
17 20 2
11 12 2
0 2 1
2 5 1
15 17 1
6 11 2
3 7 1
12 16 2
12 16 1
17 21 1
21 1 2
7 9 1
5 9 1
22 1 1
15 18 1
15 18 2
0 2 1
1 3 1
3 6 2
12 14 2
21 0 2
1 2 2
1 5 2
17 20 2
18 22 2
2 4 2
21 0 1
12 14 2
15 19 2
8 10 2
15 17 1
16 17 2
19 23 1
17 20 1
14 15 1
