650 3
13 16 1
18 23 2
18 19 3
21 23 3
6 8 1
21 1 3
8 11 1
18 21 1
9 13 3
7 8 1
23 3 2
15 19 1
0 4 2
13 16 1
23 3 1
10 13 1
15 18 3
20 22 3
16 19 3
5 8 2
12 16 3
15 19 2
8 11 2
15 19 1
17 19 3
9 10 3
14 16 3
2 5 3
11 13 2
10 13 1
20 0 1
10 12 2
4 7 3
5 9 3
7 11 3
13 16 2
6 8 3
2 5 1
22 0 3
12 16 3
0 2 2
15 18 3
1 2 2
6 11 1
9 11 1
19 22 3
0 4 1
10 13 2
5 7 1
0 3 2
3 5 3
7 11 2
10 14 2
6 9 2
11 14 2
10 14 3
11 13 2
13 14 2
13 16 2
20 0 2
19 22 2
14 19 3
6 8 3
4 6 1
13 16 2
10 15 1
3 7 2
9 12 2
1 3 3
3 7 3
8 11 2
7 11 3
14 17 3
11 13 1
21 2 1
17 20 3
0 2 3
22 1 3
6 7 3
2 5 3
0 3 3
17 20 1
17 20 2
11 13 1
20 23 2
5 9 2
11 12 2
17 21 3
10 14 2
21 1 2
10 12 3
22 0 1
12 15 3
5 9 1
18 21 1
17 18 2
20 23 2
10 13 1
4 6 3
5 8 3
19 22 3
14 17 3
4 7 1
20 0 3
18 22 2
21 1 2
0 4 3
14 17 3
1 4 3
9 9 1
7 10 3
12 15 2
5 8 1
19 22 3
3 6 1
2 6 3
5 8 1
13 18 1
13 16 1
0 5 3
5 8 2
3 5 3
15 19 3
2 5 1
12 18 1
3 6 3
19 22 3
21 23 3
11 16 1
2 5 1
23 1 2
4 6 1
21 0 1
12 13 3
15 18 2
8 11 3
23 1 1
12 15 1
14 17 3
15 17 3
15 19 1
3 7 1
4 7 2
10 12 2
12 16 2
19 22 2
17 20 3
23 5 3
3 6 3
23 3 1
9 13 1
22 1 3
6 8 1
10 13 1
16 20 1
9 11 1
8 10 2
3 5 2
18 19 2
16 21 1
4 7 2
5 6 2
4 7 3
1 4 2
20 22 3
4 8 3
11 13 1
21 22 3
15 19 3
2 5 3
2 5 3
4 8 3
11 15 2
3 7 1
7 10 2
15 18 2
7 11 1
7 9 2
14 15 3
1 5 3
6 9 3
1 5 3
3 6 1
15 20 1
2 5 3
5 9 2
2 3 3
20 23 3
6 10 3
11 15 3
15 17 3
21 0 3
12 15 3
10 12 3
5 9 2
7 10 3
22 1 2
20 22 1
6 7 2
9 13 3
6 8 2
19 20 1
23 0 1
6 9 3
23 0 1
14 18 2
16 19 1
7 10 1
6 10 2
20 1 1
7 11 3
1 6 1
6 9 3
12 16 3
7 10 3
18 21 2
11 14 2
1 4 2
11 14 3
1 5 3
0 2 2
4 7 2
9 13 3
13 14 3
14 17 2
19 21 3
3 5 3
20 22 1
18 21 2
14 17 2
12 16 3
15 17 2
16 21 2
21 1 2
4 9 1
15 18 3
3 5 1
22 2 1
1 4 1
2 7 1
12 15 2
15 18 3
20 0 1
20 23 1
13 18 2
14 18 1
7 10 3
18 22 1
6 9 1
1 3 2
19 22 1
1 4 3
9 9 3
0 3 2
16 21 2
3 6 2
19 21 1
10 14 1
7 9 2
3 6 2
23 2 2
15 18 2
1 3 2
2 6 2
0 2 2
15 18 2
16 18 1
15 20 3
12 15 2
13 16 3
0 4 3
5 8 1
21 2 3
6 9 1
0 4 3
13 16 1
11 14 1
19 21 1
12 15 3
17 19 2
4 6 1
3 5 3
21 0 2
22 2 1
6 9 1
4 6 2
6 8 1
19 23 2
5 7 3
13 15 2
15 19 1
19 22 2
5 6 1
6 9 3
1 5 1
20 0 2
17 20 2
10 12 2
10 11 2
9 11 3
21 0 2
18 21 2
16 20 1
0 4 3
19 21 2
18 22 3
18 20 2
6 7 3
15 18 1
9 11 2
5 8 1
19 0 1
3 6 1
2 6 3
18 21 2
23 3 1
14 17 3
17 20 2
5 8 2
17 21 3
0 3 1
1 4 2
7 9 2
6 7 3
5 8 2
2 5 1
10 14 3
10 14 2
12 15 1
7 11 2
6 10 2
10 13 2
14 16 2
20 22 1
23 2 3
17 20 3
1 4 2
12 15 3
6 10 3
16 19 3
3 6 3
22 1 1
19 0 3
4 6 1
16 18 1
23 2 2
23 2 1
2 5 2
12 15 1
15 17 1
0 3 2
4 8 2
14 17 1
19 21 3
19 22 3
21 23 1
6 8 2
11 15 2
9 13 2
2 6 3
1 5 3
12 15 3
2 3 3
0 3 2
0 3 2
10 12 3
3 7 2
12 13 1
4 6 1
14 17 2
11 15 2
22 1 3
10 13 3
10 13 2
9 12 2
5 8 3
18 22 2
3 5 2
20 22 1
5 8 3
10 12 2
2 5 3
0 3 2
9 12 1
