500 2
3 1 
19 22 2
2 4 2
3 5 1
15 19 1
3 6 2
19 22 1
15 19 1
17 21 2
11 14 2
23 3 1
1 3 2
8 10 2
21 1 1
9 10 2
2 5 1
12 14 2
13 15 2
22 1 2
7 9 2
17 19 2
20 0 2
0 4 2
10 12 1
10 13 2
5 10 1
4 7 1
11 14 2
11 13 2
16 19 2
15 18 2
1 5 1
5 7 1
13 18 2
14 17 2
23 0 2
12 15 1
21 0 2
7 10 1
19 22 1
9 12 2
3 7 1
23 1 2
0 4 1
8 11 2
1 5 2
5 8 1
4 6 2
4 7 2
7 10 1
11 13 2
15 17 2
17 21 2
8 9 1
22 1 1
17 21 1
4 8 2
3 6 1
3 6 2
17 19 1
8 11 1
13 15 1
12 14 2
9 10 2
12 15 2
16 18 2
4 8 1
23 1 2
5 7 2
16 19 2
10 13 1
21 0 2
5 8 2
23 2 1
16 18 2
21 23 1
17 19 2
12 17 1
14 17 2
17 19 1
14 16 1
9 14 2
15 18 2
23 3 2
4 6 2
7 11 2
22 1 2
11 13 2
16 19 1
6 9 2
1 4 1
4 7 1
11 13 2
10 12 1
4 7 2
6 9 1
23 1 2
2 4 2
1 3 2
16 19 1
12 15 1
14 18 2
14 17 2
7 12 2
16 20 2
8 12 2
2 5 2
1 4 1
10 12 2
11 14 2
19 22 2
11 15 1
8 11 2
12 15 2
5 8 2
7 11 1
22 0 1
17 20 2
23 0 1
21 0 1
18 22 1
10 13 1
5 8 1
9 11 1
14 15 2
11 14 2
16 19 2
20 23 1
21 1 1
8 12 2
17 21 1
2 6 2
10 12 1
19 22 2
23 3 2
9 15 1
19 22 1
2 2 1
13 18 1
3 5 2
21 23 1
13 17 1
13 18 2
10 12 1
10 13 1
23 2 1
3 7 2
2 5 1
5 8 1
10 13 2
8 11 2
21 0 1
4 8 2
17 23 1
6 10 2
0 3 2
21 1 1
4 6 2
17 20 1
1 5 2
19 22 1
22 1 1
9 13 1
2 6 1
22 1 2
0 3 1
13 16 1
3 5 2
14 19 1
9 11 1
12 17 1
12 15 2
13 15 2
11 16 1
0 3 2
16 18 2
14 18 1
22 1 2
11 13 2
0 2 1
23 3 2
17 20 2
10 14 2
20 22 1
1 6 1
8 12 1
20 23 2
10 12 2
19 21 2
22 1 1
0 3 2
5 8 1
19 22 1
20 0 1
22 1 1
0 3 1
7 10 2
19 22 2
20 22 1
9 13 1
4 8 2
16 20 2
1 4 2
7 8 1
16 19 2
3 5 2
0 2 2
12 16 1
15 18 1
6 8 1
21 1 1
10 12 1
