850 3
7 9 3
9 13 3
10 12 3
16 19 1
21 23 2
13 15 3
20 23 3
10 12 1
14 17 3
2 5 1
1 4 1
13 16 3
0 3 2
21 23 1
18 21 2
17 18 3
16 18 1
15 17 1
23 2 3
14 18 1
22 0 3
21 23 3
22 2 2
8 9 2
16 19 3
13 17 2
13 17 3
19 23 1
11 14 1
8 11 1
22 2 3
6 9 2
1 5 1
8 10 1
9 12 2
11 13 3
22 3 2
21 22 2
14 16 1
1 3 2
13 16 1
14 18 3
12 14 1
3 8 2
4 6 2
20 22 2
17 20 1
15 19 1
22 1 3
10 13 3
8 12 1
17 21 2
4 7 2
4 9 1
17 20 3
6 10 3
13 16 1
5 7 2
6 7 2
1 6 3
23 4 3
23 2 2
7 9 3
14 18 3
19 23 1
23 1 3
22 1 1
6 9 1
13 17 2
9 13 2
4 8 1
22 0 3
7 9 3
5 8 1
7 12 3
16 20 2
13 16 2
0 3 2
19 22 2
1 4 1
13 16 2
8 11 2
9 12 3
12 16 1
21 0 2
3 5 3
7 9 1
22 3 3
8 12 1
6 7 3
18 21 3
16 19 3
8 12 2
3 6 2
1 3 2
15 18 1
18 20 2
19 22 2
5 9 1
8 11 1
6 7 2
23 2 2
22 1 1
13 15 3
2 6 1
0 3 2
10 13 2
3 7 2
13 15 2
6 8 3
13 18 1
2 6 3
17 20 1
9 12 3
3 4 3
1 5 2
23 1 1
1 4 2
19 22 2
9 11 2
13 16 3
15 17 1
7 10 2
6 9 2
14 16 3
21 1 2
23 1 2
15 18 2
16 19 1
20 22 3
4 7 3
4 8 2
23 2 1
23 3 1
10 13 3
7 11 2
19 22 2
17 20 3
10 13 1
20 23 2
22 2 3
14 16 1
14 16 2
6 7 2
15 17 3
11 13 3
11 16 1
0 3 1
3 5 2
3 6 1
22 23 1
13 17 1
17 20 3
22 1 1
6 8 1
12 14 1
5 6 3
2 5 2
6 8 1
3 7 1
21 0 1
6 8 3
2 6 2
2 4 3
19 22 3
18 20 3
12 16 2
17 20 3
18 22 1
14 17 2
16 19 3
19 23 1
12 14 1
8 12 1
0 4 1
23 2 1
12 16 3
19 0 3
4 6 1
19 21 3
19 21 2
11 15 2
21 22 3
22 1 1
20 22 1
19 0 1
11 14 2
7 10 3
21 21 2
23 2 3
13 16 3
23 4 1
19 22 1
15 16 1
9 11 3
0 2 3
9 12 1
13 16 2
15 17 3
7 10 2
16 18 2
9 11 1
7 11 3
2 5 1
17 18 1
17 20 2
15 18 3
14 17 3
11 14 1
11 13 1
6 8 1
18 22 1
5 9 1
8 10 1
12 14 3
5 7 1
14 17 3
3 7 3
1 3 1
4 7 2
18 21 2
6 10 2
11 14 1
9 12 2
7 10 3
3 5 2
4 6 2
9 12 3
17 21 3
7 9 3
8 11 3
11 16 1
14 17 1
7 10 3
22 0 3
4 9 3
21 0 1
12 14 1
17 19 2
2 6 3
10 15 1
10 13 3
8 10 2
1 5 3
20 23 2
0 3 2
5 10 3
21 0 1
19 23 1
23 3 3
8 12 3
18 20 3
3 6 2
4 5 1
16 20 2
19 23 1
0 2 2
8 12 1
5 10 1
14 18 1
18 21 2
14 16 1
6 10 2
6 8 2
10 15 1
22 2 3
8 11 2
4 8 1
17 20 1
1 4 3
22 1 1
