1250 3
6 10 1
15 19 1
15 18 3
7 9 2
11 14 3
11 13 3
23 1 2
11 15 3
19 23 3
18 21 1
10 13 1
22 1 1
18 20 1
1 2 1
18 23 3
2 6 1
17 21 3
1 4 2
22 2 2
16 19 1
11 13 3
3 5 2
19 23 1
11 14 3
20 22 2
11 14 1
8 9 1
10 12 2
3 6 2
15 20 2
7 11 2
9 11 1
18 20 1
6 10 1
13 16 2
12 17 2
23 2 3
4 8 2
13 17 2
21 2 1
17 22 3
0 4 3
4 7 2
0 4 3
23 2 1
3 5 2
14 17 2
18 22 2
17 19 1
21 0 1
12 14 2
12 15 1
23 3 1
7 10 3
9 13 1
12 15 2
18 20 2
18 22 3
19 23 3
4 7 3
17 21 1
5 8 1
8 11 2
4 6 3
12 15 2
14 18 3
15 18 3
19 22 3
21 3 2
9 12 1
22 2 3
18 21 1
10 13 2
15 17 1
20 22 2
23 1 3
7 10 2
8 12 1
13 17 1
13 16 3
20 22 3
13 17 3
9 13 1
14 16 3
9 11 1
16 20 2
7 11 2
6 10 2
3 7 1
17 20 1
17 19 1
2 5 3
10 12 2
16 19 3
3 6 2
3 5 1
10 12 3
19 21 3
0 4 2
4 9 2
1 3 2
5 7 2
18 20 2
13 16 3
13 18 1
13 18 1
6 10 1
21 1 2
17 19 1
20 23 2
9 11 3
22 0 1
7 9 2
10 14 3
20 23 1
16 18 1
15 18 1
21 22 2
5 6 1
4 6 2
10 12 2
5 7 1
13 18 3
7 9 1
21 23 2
21 23 1
10 16 2
11 15 3
14 17 1
4 6 3
22 0 1
21 0 3
1 5 3
9 12 2
22 1 3
3 6 1
0 3 3
15 16 3
0 1 3
17 19 2
16 20 1
10 13 2
19 22 2
13 17 1
2 5 1
2 4 2
9 11 2
16 18 3
0 4 1
12 16 2
22 1 1
7 12 2
13 15 1
22 0 2
21 0 3
20 22 1
10 12 3
4 7 2
0 4 3
6 11 3
11 14 3
17 21 3
16 18 3
20 23 2
21 0 2
3 6 2
17 20 2
10 13 1
11 13 2
18 20 2
17 20 1
18 21 3
19 23 3
3 5 3
0 1 1
3 6 3
9 12 3
2 6 2
7 11 1
10 14 1
19 23 3
3 7 2
10 12 3
15 17 1
14 16 2
1 4 3
20 22 3
2 5 2
13 15 1
15 18 1
14 14 2
15 18 2
17 22 1
7 9 2
14 17 2
2 5 3
7 9 1
2 3 1
5 9 1
19 21 1
16 18 2
0 3 2
18 19 3
4 7 2
18 20 3
17 21 2
21 2 2
9 13 1
11 15 3
16 20 3
3 6 3
15 19 3
12 13 2
14 17 2
3 5 3
1 3 2
0 3 1
20 23 2
21 0 2
2 6 3
14 18 1
20 22 2
7 10 1
4 9 1
11 14 2
2 5 1
7 10 3
16 18 2
5 8 1
10 14 3
16 20 1
8 9 2
6 10 1
20 22 3
13 15 3
17 20 3
12 16 3
19 22 3
9 11 2
21 23 2
9 13 2
14 17 2
21 22 3
1 3 1
1 5 2
16 19 3
14 17 3
1 2 3
20 22 3
23 2 3
5 9 3
7 9 1
22 0 3
20 23 1
8 11 2
13 15 3
23 1 3
9 11 2
7 11 1
3 6 2
23 3 3
13 16 2
12 16 3
18 21 2
10 14 3
10 12 1
10 15 2
16 18 2
12 16 1
9 12 1
13 17 2
17 22 3
19 21 2
20 23 3
9 12 3
4 9 3
3 6 1
13 16 1
19 22 1
4 5 1
16 19 1
1 4 2
9 14 1
8 13 3
0 3 3
17 22 2
15 19 3
10 14 2
7 11 3
5 7 2
7 11 2
13 16 2
19 21 1
21 23 2
9 13 1
5 8 1
14 17 3
16 17 1
16 18 1
6 8 1
7 10 2
10 12 3
20 0 3
5 8 3
7 9 3
1 1 1
19 0 1
20 1 1
3 6 2
8 11 1
9 14 3
3 6 3
10 14 3
8 12 3
6 9 2
15 17 1
1 2 2
0 4 1
12 14 2
20 22 1
0 4 3
21 23 1
14 17 1
0 3 1
3 7 2
12 14 1
13 16 3
1 6 1
4 7 1
20 23 3
22 1 2
5 6 2
4 8 1
20 0 2
23 2 3
4 7 1
16 18 3
12 14 3
23 2 2
19 22 1
11 13 3
8 11 2
4 8 1
14 16 1
8 13 3
3 5 2
21 1 3
7 11 2
5 8 3
12 16 1
13 17 2
0 5 3
17 20 2
18 21 1
9 11 3
8 10 2
18 21 1
16 17 3
9 12 3
6 9 1
5 9 1
21 23 3
7 10 1
15 19 2
6 9 1
19 21 2
20 23 3
8 13 1
11 15 3
6 8 3
9 11 2
5 9 2
20 23 1
10 14 1
1 4 1
12 14 3
1 3 3
2 4 1
1 5 3
3 5 3
11 15 1
23 0 1
20 21 3
5 7 1
7 10 2
17 21 1
15 17 2
3 5 1
16 19 2
17 21 1
7 10 1
7 10 3
5 9 1
20 23 1
21 1 2
13 15 3
12 13 1
15 17 3
6 11 2
11 14 2
14 15 2
8 12 2
22 23 3
5 9 2
11 14 3
20 23 2
5 6 1
7 11 2
20 23 2
1 4 1
5 9 2
11 15 2
8 10 3
17 20 2
13 16 2
8 11 2
13 16 2
19 23 3
1 7 2
0 4 2
9 11 3
12 14 1
9 13 1
10 12 2
23 1 2
21 0 1
11 14 1
20 23 2
19 23 2
6 7 3
4 8 2
7 9 3
14 17 1
9 12 1
3 6 2
5 7 3
15 21 1
9 11 2
12 15 1
10 13 3
17 17 2
15 18 1
3 6 2
12 16 1
17 19 3
21 23 3
23 2 2
2 7 1
8 11 3
8 9 1
12 17 2
11 13 2
9 12 3
23 3 3
18 20 2
16 20 3
14 17 2
21 23 1
4 6 2
4 7 1
2 5 1
16 19 1
11 14 2
23 2 1
2 4 3
15 19 1
15 19 2
23 2 2
2 5 2
23 3 1
0 4 1
12 14 1
4 7 1
6 11 1
23 3 1
17 22 3
21 0 2
18 20 2
6 8 1
15 19 3
8 12 2
10 13 3
16 18 2
5 8 2
2 5 3
12 15 1
15 18 2
2 4 1
2 6 3
0 4 3
1 4 2
22 1 1
4 6 2
5 7 1
7 11 3
8 9 2
1 4 3
6 10 2
23 3 3
10 12 3
2 5 1
5 7 2
23 3 1
10 14 3
20 23 3
7 9 1
22 23 2
20 20 1
2 6 3
8 11 3
1 4 2
22 2 3
9 10 1
19 23 1
1 4 1
7 9 2
23 1 1
0 3 2
5 8 2
19 22 3
21 1 1
17 20 2
22 1 1
3 6 3
8 11 3
7 10 2
22 2 1
9 12 1
18 21 3
8 11 3
13 15 1
3 6 1
16 19 1
6 9 2
7 10 1
4 8 1
21 1 3
16 19 2
17 20 3
23 3 1
14 19 2
8 11 2
6 6 2
4 8 2
19 23 2
13 15 3
0 2 1
19 21 3
13 16 3
14 17 3
2 5 1
12 16 1
18 19 2
9 12 1
0 3 3
9 11 3
10 15 2
18 20 2
14 18 3
17 21 2
3 7 1
5 8 3
6 8 3
10 14 3
0 3 2
2 6 3
18 21 2
9 14 3
11 15 1
16 20 2
12 14 1
11 13 2
11 12 1
3 5 2
8 11 2
2 5 3
6 9 2
13 16 3
16 18 1
20 23 1
2 4 3
6 9 2
19 22 2
5 7 3
19 22 2
22 0 1
8 10 3
4 8 1
0 5 1
17 23 2
2 5 1
12 14 3
1 2 1
14 16 2
21 1 3
14 17 3
13 15 3
8 10 3
11 15 3
18 21 3
3 7 2
4 8 2
23 1 3
4 7 1
6 6 1
0 3 2
20 23 2
18 21 1
2 5 1
13 15 1
2 5 2
13 17 2
11 15 2
5 9 1
17 20 2
18 21 1
5 8 1
12 17 2
5 7 1
15 19 2
13 16 2
7 9 3
19 22 1
10 13 2
2 5 2
20 23 1
7 9 1
12 16 3
17 20 2
16 20 3
5 8 1
9 12 1
8 11 1
3 5 3
16 18 2
18 19 3
21 23 2
23 2 3
8 12 3
15 19 1
6 8 1
2 6 1
19 22 2
10 12 3
20 23 2
5 8 2
15 20 3
20 23 3
17 21 2
22 0 2
21 0 1
14 16 3
8 11 1
2 6 3
22 1 3
17 22 1
0 3 2
17 18 1
21 22 2
4 7 1
15 17 2
7 10 1
2 5 1
12 14 2
14 15 1
8 12 2
0 2 1
20 0 1
19 21 3
7 10 3
18 19 1
6 9 3
8 12 3
20 23 2
18 21 3
8 12 3
15 18 2
12 12 3
20 22 2
10 12 3
18 23 2
11 14 2
8 12 2
0 2 1
10 12 3
19 23 1
14 18 3
5 7 3
14 18 3
16 20 2
9 11 1
12 15 1
23 1 2
4 6 1
0 2 3
6 9 3
9 12 2
13 15 2
5 9 2
0 3 1
9 12 1
23 3 1
20 0 3
23 3 3
20 23 3
8 13 2
8 10 1
20 23 2
22 23 2
10 12 2
22 1 3
2 5 2
20 23 1
11 13 1
7 10 1
21 1 3
20 0 1
7 10 3
0 2 3
16 20 2
2 5 1
7 10 1
20 23 3
0 3 3
17 20 1
19 22 2
10 14 3
2 5 2
2 4 2
2 5 2
3 5 1
5 9 2
8 12 2
15 19 2
14 16 3
15 18 1
18 19 1
10 13 3
23 1 2
3 9 1
8 10 2
13 16 1
18 22 3
21 0 1
17 21 1
6 10 1
22 1 2
2 4 1
6 8 2
2 5 3
13 16 2
6 9 2
23 1 1
4 6 1
2 5 3
21 23 1
19 21 3
6 9 2
2 6 2
5 8 1
13 16 1
21 1 3
7 9 1
5 9 3
2 7 1
23 3 2
2 8 3
6 10 3
16 20 2
19 23 2
0 5 3
16 20 3
5 7 1
5 9 3
6 10 3
0 4 1
10 15 2
20 23 1
7 11 1
15 19 1
9 13 2
10 12 2
19 22 3
9 12 1
2 5 1
0 3 3
4 6 3
4 8 3
0 3 1
9 13 3
2 4 3
8 11 2
8 10 1
18 21 1
15 18 1
11 15 2
22 1 1
22 0 2
13 14 3
17 20 1
21 23 3
7 10 2
6 11 1
3 4 3
11 12 3
1 4 2
11 15 3
13 17 3
10 13 1
19 22 2
18 23 3
2 5 1
2 6 3
22 2 2
3 7 1
19 20 3
21 23 2
2 6 2
1 6 3
15 19 3
2 6 1
3 6 1
11 14 2
21 0 3
13 16 1
15 19 1
15 18 1
3 6 3
12 16 2
6 11 3
7 13 2
17 22 2
10 13 1
19 21 2
13 16 3
1 4 1
8 9 3
14 16 2
3 7 3
5 9 1
9 13 3
12 15 3
16 17 1
13 15 3
8 10 3
13 16 1
0 3 2
13 16 2
10 12 3
1 5 3
19 22 3
22 2 2
23 1 1
19 21 3
4 7 1
13 17 3
16 19 3
14 17 3
17 23 2
9 12 1
12 14 1
9 12 3
