550 2
1 6 
10 11 1
11 13 2
6 7 2
7 9 2
0 1 1
15 18 2
10 13 1
21 1 1
16 18 2
10 11 1
13 16 2
12 15 2
11 13 1
1 5 1
4 8 2
10 13 1
15 19 1
2 5 2
22 2 1
22 0 2
19 22 1
16 20 2
18 21 1
18 21 2
16 21 1
3 5 2
19 20 1
18 20 1
2 4 1
19 22 2
21 0 1
12 15 1
17 19 2
23 0 1
18 22 2
6 10 2
23 1 1
13 16 2
11 14 2
5 10 2
9 11 1
18 22 2
6 9 1
9 11 1
3 4 1
18 19 1
21 0 2
15 17 2
20 22 2
7 8 1
0 3 2
22 3 1
9 10 1
10 11 2
22 2 1
6 10 1
20 23 2
18 23 1
8 12 1
5 9 1
15 19 1
4 8 2
0 2 1
3 6 2
17 21 1
22 1 2
7 11 2
16 20 2
21 1 2
11 15 2
21 23 2
15 20 2
20 23 1
13 16 2
6 9 1
0 3 2
18 21 2
0 1 2
1 5 2
8 13 1
7 8 1
16 19 2
20 1 2
18 20 2
21 0 1
11 15 1
2 4 2
7 11 1
15 18 1
12 15 1
11 12 1
1 4 1
9 12 2
3 6 1
12 14 1
10 13 2
6 9 1
17 21 1
5 9 2
13 15 2
18 19 2
7 9 1
1 3 1
19 22 2
20 23 2
12 16 2
18 21 1
1 5 1
23 3 1
23 2 2
15 16 1
3 6 2
14 18 1
10 12 1
22 1 1
0 4 1
23 23 2
9 13 2
12 15 1
23 4 1
8 10 1
8 12 1
3 5 1
2 6 2
2 5 1
12 14 1
4 7 2
18 22 1
9 13 2
1 3 2
16 19 1
16 20 1
8 11 2
7 10 1
3 5 2
8 13 1
23 4 2
11 13 2
5 8 1
1 4 1
15 19 1
22 1 1
11 14 1
10 13 1
15 19 1
8 12 2
23 4 2
20 22 2
8 11 1
6 9 2
4 8 2
5 8 2
12 16 2
3 5 1
19 23 1
3 6 1
8 11 1
22 1 1
0 2 2
11 13 2
2 7 1
4 8 2
18 21 2
6 10 2
20 0 1
22 0 1
21 23 1
4 6 2
13 16 2
19 22 2
18 20 2
16 21 1
9 11 2
17 20 2
20 21 1
12 16 1
7 10 1
15 18 1
3 6 2
18 21 2
6 9 1
23 2 1
21 0 2
22 2 2
22 1 1
12 16 1
5 8 2
1 4 2
23 2 2
21 1 1
20 1 1
5 9 2
19 21 2
23 3 2
1 4 1
23 0 1
12 15 2
18 20 2
4 8 1
12 14 1
0 2 1
6 7 2
3 5 1
5 7 2
5 10 1
5 7 2
11 14 2
19 22 2
12 15 1
2 8 2
2 4 2
17 20 1
7 10 2
0 3 1
15 18 1
22 1 2
9 12 2
22 2 1
11 15 1
3 5 2
10 12 2
12 14 2
19 1 1
23 1 2
2 4 1
1 5 2
7 10 2
15 18 1
0 5 2
13 16 1
10 11 1
6 9 2
20 23 1
2 3 2
12 14 1
18 21 2
23 0 2
1 5 2
11 15 2
19 22 1
4 5 1
19 22 1
19 22 1
8 11 2
11 15 1
5 7 1
9 12 1
16 19 2
2 5 1
4 6 1
4 6 2
18 22 2
4 6 1
3 6 1
8 12 2
16 20 1
1 7 1
14 16 2
20 0 1
20 0 2
5 9 1
5 8 1
21 0 2
22 1 2
4 8 2
17 22 2
16 18 2
6 8 1
14 16 1
20 23 2
20 23 2
23 1 1
13 15 1
15 17 1
19 21 1
22 1 2
21 2 2
7 10 2
23 1 1
4 6 2
1 4 2
6 11 2
18 22 2
16 20 2
0 4 1
2 4 1
14 18 2
20 0 1
4 8 1
2 4 1
17 20 1
17 21 2
3 7 1
18 21 2
23 2 2
18 22 1
0 4 1
4 6 1
1 6 1
2 7 1
3 7 1
14 17 2
15 19 2
8 11 2
9 11 2
8 10 1
1 4 1
22 2 1
9 11 1
9 11 2
20 0 1
22 2 1
16 19 1
12 16 1
2 6 1
20 22 1
6 8 2
15 18 2
14 18 2
0 1 2
2 5 1
3 8 2
14 17 1
12 15 2
18 21 1
18 22 1
18 20 1
0 4 2
23 2 1
19 22 2
1 3 1
5 9 1
8 10 2
4 8 2
